trip_id,route_id,stop_id,arrival_delay,departure_delay,timestamp,prev_arrival_delay,delay_diff,delay_spike_flag,vehicle_label,latitude,longitude,speed_kmph,current_stop_sequence,start_datetime,direction_id,schedule_relationship,is_stationary,is_stationary_rolling_sum,stuck_flag,route_deviation_flag,prev_stop_sequence,stop_skipped_flag
301711235,134005,3226869,4.0,11.0,2025-07-22 20:20:00,-6.0,10.0,0,7273.0,51.64045715332031,4.859490871429443,0.0,23.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,0.0,23.0,0
301711235,134005,3227056,318.0,342.0,2025-07-22 20:20:00,333.0,-15.0,0,7273.0,51.69994735717773,4.870471000671387,16.879958591891864,33.0,2025-07-22 20:20:00,0.0,0.0,0.0,0.0,0.0,1.0,23.0,1
301711235,134005,3226869,4.0,11.0,2025-07-22 20:20:00,-6.0,10.0,0,7273.0,51.64045715332031,4.859490871429443,0.0,23.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,0.0,33.0,0
299234559,127672,3191617,-35.0,-35.0,2025-07-22 20:20:00,-26.0,-9.0,0,2706.0,52.30079650878906,5.978640079498291,0.0,29.0,2025-07-22 20:20:00,0.0,0.0,1.0,1.0,0.0,0.0,29.0,0
301127024,122300,2748546,-37.0,-20.0,2025-07-22 20:21:00,-170.0,133.0,1,5301.0,51.792781829833984,5.911388874053955,0.0,34.0,2025-07-22 20:21:00,1.0,0.0,1.0,1.0,0.0,0.0,34.0,0
299169289,119935,2905232,-115.0,-115.0,2025-07-22 20:21:00,-86.0,-29.0,0,8239.0,52.31868743896485,4.591118335723877,0.0,30.0,2025-07-22 20:21:00,1.0,0.0,1.0,1.0,0.0,1.0,30.0,0
301123194,121440,2747759,621.0,621.0,2025-07-22 20:22:00,594.0,27.0,0,5363.0,52.07831573486328,6.082128524780273,0.0,33.0,2025-07-22 20:22:00,0.0,0.0,1.0,1.0,0.0,0.0,33.0,0
301308230,123016,2745748,43.0,60.0,2025-07-22 20:22:00,65.0,-22.0,0,9820.0,52.303470611572266,4.66854190826416,0.0,32.0,2025-07-22 20:22:00,1.0,0.0,1.0,1.0,0.0,1.0,32.0,0
301308230,123016,2745611,94.0,148.0,2025-07-22 20:22:00,71.0,23.0,0,9820.0,52.386810302734375,4.639751434326172,23.677680616978805,48.0,2025-07-22 20:22:00,1.0,0.0,0.0,0.0,0.0,1.0,32.0,1
301123194,121440,2747759,621.0,621.0,2025-07-22 20:22:00,594.0,27.0,0,5363.0,52.07831573486328,6.082128524780273,0.0,33.0,2025-07-22 20:22:00,0.0,0.0,1.0,1.0,0.0,0.0,33.0,0
