trip_id,start_time_vehicle,start_date_vehicle,schedule_relationship,route_id,direction_id,latitude,longitude,current_stop_sequence,current_status,timestamp_telemetry,stop_id,vehicle_label,speed_kmh,speed_kmh_qt,start_time_trip,start_date_trip,arrival_delay,departure_delay,arrival_delay_abs,departure_delay_abs,id,header_text,description_text,cause,effect,alert_route_ids,alert_start_times,alert_end_times,timestamp_alert_stop,language,text,locations,times,entities,urgency_label,urgency_score,category,id_alert_route,header_text_alert_route,description_text_alert_route,cause_alert_route,effect_alert_route,alert_stop_ids,alert_start_times_alert_route,alert_end_times_alert_route,timestamp,language_alert_route,text_alert_route,locations_alert_route,times_alert_route,entities_alert_route,urgency_label_alert_route,urgency_score_alert_route,category_alert_route
294573443,22:54:00,2025-06-09,0,127800,1.0,52.6500244140625,4.7451066970825195,13.0,2,2025-06-09 21:03:20,2754317,7618,0.25734871800356207,0.2573910417967672,22:54:00,2025-06-09,65.0,65.0,65.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294230336,22:19:00,2025-06-09,0,120014,1.0,52.99497985839844,5.157754421234131,12.0,2,2025-06-09 21:03:06,2897440,7619,,,22:19:00,2025-06-09,108.0,108.0,108.0,108.0,KV15:QBUZZ:2025-06-06:15,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:34.555682,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294228444,22:04:00,2025-06-09,0,120012,0.0,53.019561767578125,6.0088677406311035,20.0,2,2025-06-09 21:03:05,3144559,7620,,,22:04:00,2025-06-09,144.0,144.0,144.0,144.0,KV15:QBUZZ:2025-06-06:17,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:35.542654,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294574099,22:53:00,2025-06-09,0,125334,1.0,52.62960433959961,4.77716064453125,12.0,2,2025-06-09 21:03:19,2754786,7620,-0.09751223206530611,-0.09801602410944038,22:53:00,2025-06-09,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294307404,22:34:00,2025-06-09,0,106158,0.0,53.1701774597168,6.334646224975586,15.0,2,2025-06-09 21:02:56,3147510,7627,,,22:34:00,2025-06-09,174.0,174.0,174.0,174.0,,,,,,,,,,,,,,,,,,KV15:QBUZZ:2025-05-28:31,Perronwijziging: Lijnen 304 en 314 stoppen op 13 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van het perron van lijn 3 richting Leek.,"Oorzaak : Werkzaamheden Werkzaamheden
Effect : Perronwijziging: lijnen 304 en 314 stoppen bij halte P+R Leek van lijn 3 richting Leek.
Maatregelen : 
Perronwijziging: Lijnen 304 en 314 stoppen op 13 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van het perron van lijn 3 richting Leek.
",9.0,8.0,"['3105276', '3127958', '3136684', '3119960', '3132053']","[datetime.datetime(2025, 6, 13, 18, 0)]","[datetime.datetime(2025, 6, 14, 4, 0)]",2025-06-10 17:01:21.129624,nl,"Oorzaak : Werkzaamheden Werkzaamheden
Effect : Perronwijziging: lijnen 304 en 314 stoppen bij halte P+R Leek van lijn 3 richting Leek.
Maatregelen : 
Perronwijziging: Lijnen 304 en 314 stoppen op 13 juni van 20:00 uur tot einde dienst niet bij deze halte door werkzaamheden. Maak gebruik van het perron van lijn 3 richting Leek.
","['Leek', 'Le', 'ek', 'Leek']",[],"[('Leek', 'LOC'), ('Le', 'LOC'), ('ek', 'LOC'), ('Leek', 'LOC')]",neutral,0.704,Uncategorized (Noise)
294307404,22:34:00,2025-06-09,0,106158,0.0,53.1701774597168,6.334646224975586,15.0,2,2025-06-09 21:02:56,3147510,7627,,,22:34:00,2025-06-09,174.0,174.0,174.0,174.0,,,,,,,,,,,,,,,,,,KV15:QBUZZ:2025-06-03:20,Qbuzz: lijn 304 stopt niet op deze halte tot 14 juni 06:00 uur door werkzaamheden. Stap in bij halte P+R Marum.,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Halte Boerakker / A7 richting Drachten vervalt.
Maatregelen : 
Qbuzz: lijn 304 stopt niet op deze halte tot 14 juni 06:00 uur door werkzaamheden. Stap in bij halte P+R Marum.
",9.0,8.0,"['3136735', '3147511', '3105327', '3120011', '3128009', '3132104']","[datetime.datetime(2025, 6, 13, 18, 0)]","[datetime.datetime(2025, 6, 14, 4, 0)]",2025-06-10 17:03:29.127606,nl,"Oorzaak : Werkzaamheden Werkzaamheden.
Effect : Halte Boerakker / A7 richting Drachten vervalt.
Maatregelen : 
Qbuzz: lijn 304 stopt niet op deze halte tot 14 juni 06:00 uur door werkzaamheden. Stap in bij halte P+R Marum.
","['Boer', '7', 'Drachten', '+', 'Marum']",[],"[('Boer', 'LOC'), ('7', 'LOC'), ('Drachten', 'LOC'), ('+', 'LOC'), ('Marum', 'LOC')]",neutral,0.571,Uncategorized (Noise)
294577987,22:38:00,2025-06-09,0,125371,1.0,52.545616149902344,4.680950164794922,23.0,2,2025-06-09 21:03:09,2755010,7633,1.0427624441719128,1.0431054284783612,22:38:00,2025-06-09,-36.0,-36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294307883,22:50:00,2025-06-09,0,106159,0.0,53.02800369262695,6.573130130767822,8.0,2,2025-06-09 21:03:01,3146422,7648,,,22:50:00,2025-06-09,92.0,92.0,92.0,92.0,,,,,,,,,,,,,,,,,,KV15:QBUZZ:2025-05-28:29,Qbuzz: Lijn 309 stopt tot 17 juni 05:00 uur niet bij deze halte door werkzaamheden. Maak gebruik van halte Balkenweg.,"Oorzaak : Werkzaamheden Werkzaamheden
Effect : Haltes Caro van Eyckrotonde en Hoofdvaartsweg (beide richting Assen) vervallen.
Maatregelen : 
Qbuzz: Lijn 309 stopt tot 17 juni 05:00 uur niet bij deze halte door werkzaamheden. Maak gebruik van halte Balkenweg.
",9.0,8.0,"['3090323', '3120184', '3128182', '3121741', '3136908', '3105500', '3132277']","[datetime.datetime(2025, 6, 16, 16, 0)]","[datetime.datetime(2025, 6, 17, 3, 0)]",2025-06-10 17:02:51.788749,nl,"Oorzaak : Werkzaamheden Werkzaamheden
Effect : Haltes Caro van Eyckrotonde en Hoofdvaartsweg (beide richting Assen) vervallen.
Maatregelen : 
Qbuzz: Lijn 309 stopt tot 17 juni 05:00 uur niet bij deze halte door werkzaamheden. Maak gebruik van halte Balkenweg.
","['Eyckrotonde', 'Hoofdvaartsweg', 'Assen', 'L', 'Balkenweg']",[],"[('Eyckrotonde', 'LOC'), ('Hoofdvaartsweg', 'LOC'), ('Assen', 'LOC'), ('L', 'LOC'), ('Balkenweg', 'LOC')]",neutral,0.48,werkzaamheden
293868647,23:02:00,2025-06-09,0,122461,1.0,52.51163864135742,4.666865825653076,1.0,2,2025-06-09 21:03:09,2749883,7666,,,23:02:00,2025-06-09,,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294070797,22:33:00,2025-06-09,0,125324,1.0,52.30393981933594,5.142826080322266,22.0,2,2025-06-09 21:03:14,2746615,7676,,,22:33:00,2025-06-09,15.0,15.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294070086,22:46:00,2025-06-09,0,123112,1.0,52.29692459106445,5.230688095092773,17.0,2,2025-06-09 21:03:10,2746645,7680,,,22:46:00,2025-06-09,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294306905,22:34:00,2025-06-09,0,106157,0.0,53.024879455566406,6.744518280029297,13.0,2,2025-06-09 21:03:07,3146543,7684,,,22:34:00,2025-06-09,-247.0,14.0,247.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294306659,22:35:00,2025-06-09,0,106157,1.0,53.006065368652344,6.750397682189941,11.0,2,2025-06-09 21:03:10,3146549,7685,,,22:35:00,2025-06-09,-197.0,17.0,197.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294069480,22:47:00,2025-06-09,0,123108,0.0,52.237308502197266,5.173847198486328,14.0,2,2025-06-09 21:03:11,2867308,7686,,,22:47:00,2025-06-09,11.0,11.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294070137,22:57:00,2025-06-09,0,123113,0.0,52.21662521362305,5.1717658042907715,7.0,2,2025-06-09 21:03:14,2746787,7687,1.115506942497484,1.1133079124994238,22:57:00,2025-06-09,43.0,59.0,43.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295611463,22:55:00,2025-06-09,0,129983,1.0,51.64866638183594,5.606795787811279,2.0,2,2025-06-09 21:03:01,3123720,7766,,,22:55:00,2025-06-09,301.0,307.0,301.0,307.0,,,,,,,,,,,,,,,,,,KV15:ARR:2025-06-05:4,"Halte vervallen vanwege werkzaamheden op dinsdag 10 juni vanaf 21:00 uur tot einde dienst. Vervangende haltes: Muntelaar, Pastoor van Haarenstraat.","Halte vervallen vanwege werkzaamheden op dinsdag 10 juni vanaf 21:00 uur tot einde dienst. Vervangende haltes: Muntelaar, Pastoor van Haarenstraat.
",1.0,8.0,"['3124895', '3082484']","[datetime.datetime(2025, 6, 5, 7, 27)]","[datetime.datetime(2025, 6, 10, 21, 59)]",2025-06-10 17:03:15.935256,nl,"Halte vervallen vanwege werkzaamheden op dinsdag 10 juni vanaf 21:00 uur tot einde dienst. Vervangende haltes: Muntelaar, Pastoor van Haarenstraat.
","['Muntelaar', 'Pastoor van Haarenstraat']",[],"[('Muntelaar', 'LOC'), ('Pastoor van Haarenstraat', 'LOC')]",neutral,0.575,Uncategorized (Noise)
295611463,22:55:00,2025-06-09,0,129983,1.0,51.64866638183594,5.606795787811279,2.0,2,2025-06-09 21:03:01,3123720,7766,,,22:55:00,2025-06-09,301.0,307.0,301.0,307.0,,,,,,,,,,,,,,,,,,KV15:ARR:2025-06-05:6,"Halte vervallen vanwege werkzaamheden op woensdag 11 juni vanaf 21:00 uur tot einde dienst. Vervangende haltes: Muntelaar, Pastoor van Haarenstraat.","Halte vervallen vanwege werkzaamheden op woensdag 11 juni vanaf 21:00 uur tot einde dienst. Vervangende haltes: Muntelaar, Pastoor van Haarenstraat.
",1.0,8.0,"['3082483', '3124894']","[datetime.datetime(2025, 6, 5, 7, 27)]","[datetime.datetime(2025, 6, 11, 21, 59)]",2025-06-10 17:03:28.410200,nl,"Halte vervallen vanwege werkzaamheden op woensdag 11 juni vanaf 21:00 uur tot einde dienst. Vervangende haltes: Muntelaar, Pastoor van Haarenstraat.
","['Muntelaar', 'Pastoor van Haarenstraat']",[],"[('Muntelaar', 'LOC'), ('Pastoor van Haarenstraat', 'LOC')]",neutral,0.57,Uncategorized (Noise)
295588945,23:01:00,2025-06-09,0,130042,0.0,51.58331298828125,4.454639911651611,2.0,2,2025-06-09 21:02:39,3150650,7784,,,23:01:00,2025-06-09,32.0,39.0,32.0,39.0,KV15:ARR:2025-06-04:14,Halte vervalt vrijdag 20 juni van 18:30 tot 21:30 vervangende halte: Moleneind.,"Halte vervalt vrijdag 20 juni van 18:30 tot 21:30 vervangende halte: Moleneind.
",1.0,8.0,"['128329', '130042', '129582', '128334', '129355']","[datetime.datetime(2025, 6, 17, 12, 18)]","[datetime.datetime(2025, 6, 20, 19, 30)]",2025-06-10 17:02:11.463531,nl,"Halte vervalt vrijdag 20 juni van 18:30 tot 21:30 vervangende halte: Moleneind.
",['Moleneind'],[],"[('Moleneind', 'LOC')]",neutral,0.737,vrijdag,KV15:ARR:2025-06-04:14,Halte vervalt vrijdag 20 juni van 18:30 tot 21:30 vervangende halte: Moleneind.,"Halte vervalt vrijdag 20 juni van 18:30 tot 21:30 vervangende halte: Moleneind.
",1.0,8.0,"['3150650', '3116689', '3116692', '3116691', '3116688', '3150646', '3150666', '3150654']","[datetime.datetime(2025, 6, 17, 12, 18)]","[datetime.datetime(2025, 6, 20, 19, 30)]",2025-06-10 17:02:11.463531,nl,"Halte vervalt vrijdag 20 juni van 18:30 tot 21:30 vervangende halte: Moleneind.
",['Moleneind'],[],"[('Moleneind', 'LOC')]",neutral,0.737,vrijdag
294303539,22:33:00,2025-06-09,0,106136,0.0,53.102840423583984,6.871182441711426,39.0,2,2025-06-09 21:03:16,3146785,7916,-1.4179502190329476,-1.4177702215166514,22:33:00,2025-06-09,373.0,373.0,373.0,373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294300964,22:41:00,2025-06-09,0,106119,1.0,53.02666473388672,7.107900619506836,24.0,2,2025-06-09 21:03:13,3147308,7917,,,22:41:00,2025-06-09,47.0,15.0,47.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294160822,22:20:00,2025-06-09,0,119911,0.0,52.1511116027832,4.6492533683776855,33.0,2,2025-06-09 21:03:19,2905149,8002,,,22:20:00,2025-06-09,13.0,13.0,13.0,13.0,KV15:QBUZZ:2025-06-06:11,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:32.928948,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294160896,22:43:00,2025-06-09,0,119912,0.0,52.1432991027832,4.682370185852051,26.0,2,2025-06-09 21:03:21,2905068,8008,,,22:43:00,2025-06-09,-72.0,-72.0,72.0,72.0,KV15:QBUZZ:2025-06-06:10,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:31.626203,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294163411,22:31:00,2025-06-09,0,119931,1.0,52.089820861816406,4.5897674560546875,28.0,2,2025-06-09 21:03:00,3142589,8051,,,22:31:00,2025-06-09,102.0,121.0,102.0,121.0,KV15:QBUZZ:2025-06-06:10,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:31.626203,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294160659,23:01:00,2025-06-09,0,119909,0.0,52.190574645996094,4.471551895141602,3.0,2,2025-06-09 21:03:11,2904710,8060,,,23:01:00,2025-06-09,-53.0,-53.0,53.0,53.0,KV15:QBUZZ:2025-06-06:10,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:02:31.626203,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294160659,23:01:00,2025-06-09,0,119909,0.0,52.190574645996094,4.471551895141602,3.0,2,2025-06-09 21:03:11,2904710,8060,,,23:01:00,2025-06-09,-53.0,-53.0,53.0,53.0,KV15:QBUZZ:2025-05-27:41,Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn,"Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn
",1.0,8.0,,"[datetime.datetime(2025, 6, 15, 3, 0)]","[datetime.datetime(2025, 6, 27, 0, 30)]",2025-06-10 17:02:57.568175,nl,"Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn
",[],[],[],negative,0.596,Uncategorized (Noise),,,,,,,,,,,,,,,,,
294160516,22:30:00,2025-06-09,0,119908,1.0,52.1649284362793,4.48176908493042,26.0,2,2025-06-09 21:03:03,2904499,8062,,,22:30:00,2025-06-09,146.0,26.0,146.0,26.0,KV15:QBUZZ:2025-06-06:9,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:01:01.494720,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294160516,22:30:00,2025-06-09,0,119908,1.0,52.1649284362793,4.48176908493042,26.0,2,2025-06-09 21:03:03,2904499,8062,,,22:30:00,2025-06-09,146.0,26.0,146.0,26.0,KV15:QBUZZ:2025-06-05:20,Let op: verwachte drukte op dinsdag 10 juni door treinstaking NS. Plan je reis voor vertrek: 9292.nl,"Let op: verwachte drukte op dinsdag 10 juni door treinstaking NS. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 9, 3, 0)]","[datetime.datetime(2025, 6, 11, 0, 30)]",2025-06-10 17:02:41.151937,nl,"Let op: verwachte drukte op dinsdag 10 juni door treinstaking NS. Plan je reis voor vertrek: 9292.nl
",[],[],"[('NS', 'ORG')]",neutral,0.607,Uncategorized (Noise),,,,,,,,,,,,,,,,,
294160516,22:30:00,2025-06-09,0,119908,1.0,52.1649284362793,4.48176908493042,26.0,2,2025-06-09 21:03:03,2904499,8062,,,22:30:00,2025-06-09,146.0,26.0,146.0,26.0,KV15:QBUZZ:2025-05-27:41,Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn,"Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn
",1.0,8.0,,"[datetime.datetime(2025, 6, 15, 3, 0)]","[datetime.datetime(2025, 6, 27, 0, 30)]",2025-06-10 17:02:57.568175,nl,"Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn
",[],[],[],negative,0.596,Uncategorized (Noise),,,,,,,,,,,,,,,,,
294162093,22:35:00,2025-06-09,0,119919,0.0,52.16682815551758,4.511885643005371,21.0,2,2025-06-09 21:02:55,2904350,8109,,,22:35:00,2025-06-09,-9.0,-9.0,9.0,9.0,KV15:QBUZZ:2025-06-06:9,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:01:01.494720,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
295611593,22:57:00,2025-06-09,0,129558,1.0,51.70259094238281,5.352107048034668,7.0,2,2025-06-09 21:02:38,3124186,8110,,,22:57:00,2025-06-09,33.0,38.0,33.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294161781,22:32:00,2025-06-09,0,119918,1.0,52.16511535644531,4.48240852355957,27.0,2,2025-06-09 21:03:12,3142560,8111,,,22:32:00,2025-06-09,304.0,304.0,304.0,304.0,KV15:QBUZZ:2025-06-06:9,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:01:01.494720,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294161781,22:32:00,2025-06-09,0,119918,1.0,52.16511535644531,4.48240852355957,27.0,2,2025-06-09 21:03:12,3142560,8111,,,22:32:00,2025-06-09,304.0,304.0,304.0,304.0,KV15:QBUZZ:2025-06-05:20,Let op: verwachte drukte op dinsdag 10 juni door treinstaking NS. Plan je reis voor vertrek: 9292.nl,"Let op: verwachte drukte op dinsdag 10 juni door treinstaking NS. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 9, 3, 0)]","[datetime.datetime(2025, 6, 11, 0, 30)]",2025-06-10 17:02:41.151937,nl,"Let op: verwachte drukte op dinsdag 10 juni door treinstaking NS. Plan je reis voor vertrek: 9292.nl
",[],[],"[('NS', 'ORG')]",neutral,0.607,Uncategorized (Noise),,,,,,,,,,,,,,,,,
294161990,22:47:00,2025-06-09,0,119919,1.0,52.1634521484375,4.486110687255859,20.0,2,2025-06-09 21:03:09,2904373,8114,,,22:47:00,2025-06-09,-117.0,-117.0,117.0,117.0,KV15:QBUZZ:2025-06-06:9,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:01:01.494720,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
294161990,22:47:00,2025-06-09,0,119919,1.0,52.1634521484375,4.486110687255859,20.0,2,2025-06-09 21:03:09,2904373,8114,,,22:47:00,2025-06-09,-117.0,-117.0,117.0,117.0,KV15:QBUZZ:2025-05-27:41,Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn,"Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn
",1.0,8.0,,"[datetime.datetime(2025, 6, 15, 3, 0)]","[datetime.datetime(2025, 6, 27, 0, 30)]",2025-06-10 17:02:57.568175,nl,"Houd van 22 juni t/m 26 juni rekening met ernstige hinder in het openbaar vervoer i.v.m. NAVO-top. Meer info: qbuzz.nl/zhn
",[],[],[],negative,0.596,Uncategorized (Noise),,,,,,,,,,,,,,,,,
294161882,22:43:00,2025-06-09,0,119918,0.0,52.160675048828125,4.485056400299072,18.0,2,2025-06-09 21:03:22,2904372,8117,,,22:43:00,2025-06-09,34.0,46.0,34.0,46.0,KV15:QBUZZ:2025-06-06:9,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl","Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",1.0,8.0,,"[datetime.datetime(2025, 6, 6, 16, 0)]","[datetime.datetime(2025, 6, 10, 0, 30)]",2025-06-10 17:01:01.494720,nl,"Beste reiziger, Qbuzz rijdt op maandag 9 juni volgens de zondagsdienstregeling i.v.m. Pinksteren. Plan je reis voor vertrek: 9292.nl
",[],[],"[('Qbuzz', 'ORG')]",neutral,0.855,reiziger,,,,,,,,,,,,,,,,,
